1	4264	1	2019-09-01 01:41:58	2019-09-01 01:41:58
2	8214	1	2019-09-01 01:41:58	2019-09-01 01:41:58
3	8236	1	2019-09-01 01:41:58	2019-09-01 01:41:58
4	8248	1	2019-09-01 01:41:58	2019-09-01 01:41:58
5	8259	1	2019-09-01 01:41:58	2019-09-01 01:41:58
6	8280	1	2019-09-01 01:41:58	2019-09-01 01:41:58
7	8306	1	2019-09-01 01:41:58	2019-09-01 01:41:58
8	8326	1	2019-09-01 01:41:58	2019-09-01 01:41:58
9	8353	1	2019-09-01 01:41:58	2019-09-01 01:41:58
10	8370	1	2019-09-01 01:41:58	2019-09-01 01:41:58
11	8376	1	2019-09-01 01:41:58	2019-09-01 01:41:58
12	9301	1	2019-09-01 01:41:58	2019-09-01 01:41:58
13	9331	1	2019-09-01 01:41:58	2019-09-01 01:41:58
14	9341	1	2019-09-01 01:41:58	2019-09-01 01:41:58
15	9386	1	2019-09-01 01:41:58	2019-09-01 01:41:58
16	9412	1	2019-09-01 01:41:58	2019-09-01 01:41:58
17	9429	1	2019-09-01 01:41:58	2019-09-01 01:41:58
18	9439	1	2019-09-01 01:41:58	2019-09-01 01:41:58
19	9478	1	2019-09-01 01:41:58	2019-09-01 01:41:58
20	9538	1	2019-09-01 01:41:58	2019-09-01 01:41:58
21	9564	1	2019-09-01 01:41:58	2019-09-01 01:41:58
22	15	6	2019-09-01 01:41:59	2019-09-01 01:41:59
23	124	6	2019-09-01 01:41:59	2019-09-01 01:41:59
24	382	6	2019-09-01 01:41:59	2019-09-01 01:41:59
25	471	6	2019-09-01 01:41:59	2019-09-01 01:41:59
26	491	6	2019-09-01 01:41:59	2019-09-01 01:41:59
27	492	6	2019-09-01 01:41:59	2019-09-01 01:41:59
28	583	6	2019-09-01 01:41:59	2019-09-01 01:41:59
29	584	6	2019-09-01 01:41:59	2019-09-01 01:41:59
30	644	6	2019-09-01 01:41:59	2019-09-01 01:41:59
31	713	6	2019-09-01 01:41:59	2019-09-01 01:41:59
32	1010	6	2019-09-01 01:41:59	2019-09-01 01:41:59
33	1055	6	2019-09-01 01:41:59	2019-09-01 01:41:59
34	1190	6	2019-09-01 01:41:59	2019-09-01 01:41:59
35	1308	6	2019-09-01 01:41:59	2019-09-01 01:41:59
36	1415	6	2019-09-01 01:41:59	2019-09-01 01:41:59
37	1438	6	2019-09-01 01:41:59	2019-09-01 01:41:59
38	1590	6	2019-09-01 01:41:59	2019-09-01 01:41:59
39	1628	6	2019-09-01 01:41:59	2019-09-01 01:41:59
40	1697	6	2019-09-01 01:41:59	2019-09-01 01:41:59
41	1699	6	2019-09-01 01:41:59	2019-09-01 01:41:59
42	2003	6	2019-09-01 01:41:59	2019-09-01 01:41:59
43	2026	6	2019-09-01 01:41:59	2019-09-01 01:41:59
44	2050	6	2019-09-01 01:41:59	2019-09-01 01:41:59
45	2098	6	2019-09-01 01:41:59	2019-09-01 01:41:59
46	2151	6	2019-09-01 01:41:59	2019-09-01 01:41:59
47	2263	6	2019-09-01 01:41:59	2019-09-01 01:41:59
48	2319	6	2019-09-01 01:41:59	2019-09-01 01:41:59
49	2331	6	2019-09-01 01:41:59	2019-09-01 01:41:59
50	2335	6	2019-09-01 01:41:59	2019-09-01 01:41:59
51	2345	6	2019-09-01 01:41:59	2019-09-01 01:41:59
52	2354	6	2019-09-01 01:41:59	2019-09-01 01:41:59
53	2390	6	2019-09-01 01:41:59	2019-09-01 01:41:59
54	2391	6	2019-09-01 01:41:59	2019-09-01 01:41:59
55	2439	6	2019-09-01 01:41:59	2019-09-01 01:41:59
56	2502	6	2019-09-01 01:41:59	2019-09-01 01:41:59
57	2527	6	2019-09-01 01:41:59	2019-09-01 01:41:59
