1	4264	1	2019-08-25 21:07:36	2019-08-25 21:07:36
2	8214	1	2019-08-25 21:07:36	2019-08-25 21:07:36
3	8236	1	2019-08-25 21:07:36	2019-08-25 21:07:36
4	8248	1	2019-08-25 21:07:36	2019-08-25 21:07:36
5	8259	1	2019-08-25 21:07:36	2019-08-25 21:07:36
6	8280	1	2019-08-25 21:07:36	2019-08-25 21:07:36
7	8306	1	2019-08-25 21:07:36	2019-08-25 21:07:36
8	8326	1	2019-08-25 21:07:36	2019-08-25 21:07:36
9	8353	1	2019-08-25 21:07:36	2019-08-25 21:07:36
10	8370	1	2019-08-25 21:07:36	2019-08-25 21:07:36
11	8376	1	2019-08-25 21:07:36	2019-08-25 21:07:36
12	9301	1	2019-08-25 21:07:36	2019-08-25 21:07:36
13	9331	1	2019-08-25 21:07:36	2019-08-25 21:07:36
14	9341	1	2019-08-25 21:07:36	2019-08-25 21:07:36
15	9386	1	2019-08-25 21:07:36	2019-08-25 21:07:36
16	9412	1	2019-08-25 21:07:36	2019-08-25 21:07:36
17	9429	1	2019-08-25 21:07:36	2019-08-25 21:07:36
18	9439	1	2019-08-25 21:07:36	2019-08-25 21:07:36
19	9478	1	2019-08-25 21:07:36	2019-08-25 21:07:36
20	9538	1	2019-08-25 21:07:36	2019-08-25 21:07:36
21	9564	1	2019-08-25 21:07:36	2019-08-25 21:07:36
22	15	6	2019-08-25 21:07:36	2019-08-25 21:07:36
23	124	6	2019-08-25 21:07:36	2019-08-25 21:07:36
24	382	6	2019-08-25 21:07:36	2019-08-25 21:07:36
25	471	6	2019-08-25 21:07:36	2019-08-25 21:07:36
26	491	6	2019-08-25 21:07:36	2019-08-25 21:07:36
27	492	6	2019-08-25 21:07:36	2019-08-25 21:07:36
28	583	6	2019-08-25 21:07:36	2019-08-25 21:07:36
29	584	6	2019-08-25 21:07:36	2019-08-25 21:07:36
30	644	6	2019-08-25 21:07:36	2019-08-25 21:07:36
31	713	6	2019-08-25 21:07:36	2019-08-25 21:07:36
32	1010	6	2019-08-25 21:07:36	2019-08-25 21:07:36
33	1055	6	2019-08-25 21:07:36	2019-08-25 21:07:36
34	1190	6	2019-08-25 21:07:36	2019-08-25 21:07:36
35	1308	6	2019-08-25 21:07:36	2019-08-25 21:07:36
36	1415	6	2019-08-25 21:07:36	2019-08-25 21:07:36
37	1438	6	2019-08-25 21:07:36	2019-08-25 21:07:36
38	1590	6	2019-08-25 21:07:36	2019-08-25 21:07:36
39	1628	6	2019-08-25 21:07:36	2019-08-25 21:07:36
40	1697	6	2019-08-25 21:07:36	2019-08-25 21:07:36
41	1699	6	2019-08-25 21:07:36	2019-08-25 21:07:36
42	2003	6	2019-08-25 21:07:36	2019-08-25 21:07:36
43	2026	6	2019-08-25 21:07:36	2019-08-25 21:07:36
44	2050	6	2019-08-25 21:07:36	2019-08-25 21:07:36
45	2098	6	2019-08-25 21:07:36	2019-08-25 21:07:36
46	2151	6	2019-08-25 21:07:36	2019-08-25 21:07:36
47	2263	6	2019-08-25 21:07:36	2019-08-25 21:07:36
48	2319	6	2019-08-25 21:07:36	2019-08-25 21:07:36
49	2331	6	2019-08-25 21:07:36	2019-08-25 21:07:36
50	2335	6	2019-08-25 21:07:36	2019-08-25 21:07:36
51	2345	6	2019-08-25 21:07:36	2019-08-25 21:07:36
52	2354	6	2019-08-25 21:07:36	2019-08-25 21:07:36
53	2390	6	2019-08-25 21:07:36	2019-08-25 21:07:36
54	2391	6	2019-08-25 21:07:36	2019-08-25 21:07:36
55	2439	6	2019-08-25 21:07:36	2019-08-25 21:07:36
56	2502	6	2019-08-25 21:07:36	2019-08-25 21:07:36
57	2527	6	2019-08-25 21:07:36	2019-08-25 21:07:36
58	2648	6	2019-08-25 21:07:36	2019-08-25 21:07:36
59	2784	6	2019-08-25 21:07:36	2019-08-25 21:07:36
60	3013	6	2019-08-25 21:07:36	2019-08-25 21:07:36
61	3048	6	2019-08-25 21:07:36	2019-08-25 21:07:36
62	3133	6	2019-08-25 21:07:36	2019-08-25 21:07:36
63	3227	6	2019-08-25 21:07:36	2019-08-25 21:07:36
64	3299	6	2019-08-25 21:07:36	2019-08-25 21:07:36
65	3369	6	2019-08-25 21:07:36	2019-08-25 21:07:36
66	3389	6	2019-08-25 21:07:36	2019-08-25 21:07:36
67	3480	6	2019-08-25 21:07:36	2019-08-25 21:07:36
68	3578	6	2019-08-25 21:07:36	2019-08-25 21:07:36
69	3703	6	2019-08-25 21:07:36	2019-08-25 21:07:36
70	3793	6	2019-08-25 21:07:36	2019-08-25 21:07:36
71	3820	6	2019-08-25 21:07:36	2019-08-25 21:07:36
72	3821	6	2019-08-25 21:07:36	2019-08-25 21:07:36
73	3828	6	2019-08-25 21:07:36	2019-08-25 21:07:36
74	3877	6	2019-08-25 21:07:36	2019-08-25 21:07:36
75	3923	6	2019-08-25 21:07:36	2019-08-25 21:07:36
76	3934	6	2019-08-25 21:07:36	2019-08-25 21:07:36
77	4020	6	2019-08-25 21:07:36	2019-08-25 21:07:36
78	4100	6	2019-08-25 21:07:36	2019-08-25 21:07:36
79	4312	6	2019-08-25 21:07:36	2019-08-25 21:07:36
80	4328	6	2019-08-25 21:07:36	2019-08-25 21:07:36
81	4329	6	2019-08-25 21:07:36	2019-08-25 21:07:36
82	4349	6	2019-08-25 21:07:36	2019-08-25 21:07:36
83	4374	6	2019-08-25 21:07:36	2019-08-25 21:07:36
84	4377	6	2019-08-25 21:07:36	2019-08-25 21:07:36
85	4420	6	2019-08-25 21:07:36	2019-08-25 21:07:36
